0,-1,11
0,0,10
0,-2,12
0,1,7
0,-3,12
0,2,7
0,-4,8
0,3,6
0,4,6
-1,4,2
-1,3,2
1,-4,12
-1,2,7
1,-3,3
-1,1,7
1,-2,5
-1,0,7
1,-1,11
-1,-1,11
1,0,10
-1,-2,12
1,1,10
-1,-3,8
1,2,10
1,3,6
-2,4,1
-2,3,2
2,-4,12
-2,2,2
2,-3,3
-2,1,9
2,-2,5
-2,0,11
2,-1,11
-2,-1,8
2,0,10
-2,-2,8
2,1,4
2,2,6
-3,4,1
-3,3,2
3,-4,3
-3,2,9
3,-3,3
-3,1,9
3,-2,5
-3,0,8
3,-1,5
-3,-1,13
3,0,4
3,1,6
-4,4,1
-4,3,1
4,-4,3
-4,2,1
4,-3,5
-4,1,9
4,-2,4
-4,0,9
4,-1,4
4,0,4
