0,-1,5
0,0,10
0,-2,8
0,1,6
0,-3,3
0,2,6
0,-4,12
0,3,6
0,4,6
-1,4,2
-1,3,2
1,-4,12
-1,2,10
1,-3,3
-1,1,10
1,-2,8
-1,0,10
1,-1,5
-1,-1,8
1,0,5
-1,-2,12
1,1,6
-1,-3,12
1,2,7
1,3,11
-2,4,1
-2,3,2
2,-4,3
-2,2,2
2,-3,3
-2,1,9
2,-2,5
-2,0,10
2,-1,4
-2,-1,8
2,0,7
-2,-2,12
2,1,7
2,2,11
-3,4,1
-3,3,2
3,-4,3
-3,2,9
3,-3,5
-3,1,9
3,-2,4
-3,0,13
3,-1,7
-3,-1,8
3,0,7
3,1,11
-4,4,1
-4,3,1
4,-4,4
-4,2,1
4,-3,4
-4,1,9
4,-2,4
-4,0,9
4,-1,11
4,0,11
