0,-1,9
0,0,5
0,-2,9
0,1,5
0,-3,12
0,2,2
0,-4,11
0,3,2
0,4,2
-1,4,2
-1,3,8
1,-4,11
-1,2,8
1,-3,12
-1,1,8
1,-2,9
-1,0,5
1,-1,5
-1,-1,12
1,0,10
-1,-2,12
1,1,2
-1,-3,11
1,2,6
1,3,6
-2,4,1
-2,3,7
2,-4,11
-2,2,7
2,-3,9
-2,1,8
2,-2,5
-2,0,8
2,-1,4
-2,-1,12
2,0,10
-2,-2,3
2,1,10
2,2,6
-3,4,1
-3,3,7
3,-4,11
-3,2,7
3,-3,9
-3,1,7
3,-2,4
-3,0,3
3,-1,13
-3,-1,3
3,0,10
3,1,6
-4,4,1
-4,3,1
4,-4,4
-4,2,1
4,-3,4
-4,1,3
4,-2,4
-4,0,3
4,-1,10
4,0,6
